run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	586.82	13150.45	54.51	114.72	2.60	332.93	NA	87.03
2	583.27	13093.86	54.84	116.80	2.41	374.97	NA	87.86
3	588.27	13208.76	54.38	114.72	2.53	288.94	NA	88.82
4	587.44	13167.26	54.45	116.80	2.52	284.78	NA	87.36
5	584.69	13148.58	54.71	114.72	2.53	390.84	NA	89.53
6	585.01	13153.93	54.68	114.72	2.58	292.51	NA	89.44
7	584.72	13115.55	54.71	114.72	2.39	296.05	NA	87.45
8	583.98	13090.94	54.77	116.80	2.53	328.62	NA	86.85
9	583.29	13127.09	54.84	116.80	2.56	313.52	NA	89.96
10	583.52	13137.39	54.82	116.80	2.48	307.79	NA	90.19
