run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	584.02	13083.76	54.77	116.80	2.63	307.99	NA	86.36
2	582.57	13071.84	54.91	114.72	2.59	307.75	NA	87.36
3	583.83	13125.38	54.79	116.80	2.44	395.68	NA	89.16
4	584.37	13142.70	54.74	116.80	2.51	351.88	NA	89.54
5	587.17	13178.30	54.48	114.72	2.32	272.79	NA	88.31
6	579.40	13039.45	55.21	116.80	2.54	322.94	NA	89.30
7	582.99	13095.56	54.87	116.80	2.45	363.69	NA	88.35
8	583.69	13112.82	54.80	116.80	2.53	310.33	NA	88.51
9	582.47	13115.90	54.91	116.80	2.39	359.80	NA	90.21
10	583.47	13093.25	54.82	116.80	2.58	280.38	NA	87.64
