run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	1715.33	27445.30	18.65	23.10	11.05	29.36	NA	0.00
2	1703.04	27248.66	18.79	25.28	6.99	32.00	NA	0.00
3	1703.26	27252.18	18.78	22.69	9.33	28.92	NA	0.00
4	1695.16	27122.55	18.87	24.83	7.66	32.38	NA	0.00
5	1695.03	27120.54	18.87	22.28	11.47	30.30	NA	0.00
6	1702.55	27240.79	18.79	23.95	6.65	31.97	NA	0.00
7	1699.53	27192.41	18.82	23.52	5.40	28.75	NA	0.00
8	1698.26	27172.24	18.84	22.69	11.58	30.44	NA	0.00
9	1700.21	27203.39	18.82	23.10	9.62	28.90	NA	0.00
10	1695.64	27130.29	18.87	21.89	7.23	30.19	NA	0.00
