run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	741.40	16661.39	43.15	90.78	1.38	253.18	NA	112.81
2	733.80	16494.18	43.59	92.42	1.47	221.30	NA	111.90
3	743.78	16711.00	43.01	90.78	1.34	265.25	NA	112.98
4	737.14	16550.84	43.40	92.42	1.44	266.10	NA	111.23
5	736.41	16513.45	43.44	90.78	1.43	259.21	NA	109.88
6	740.29	16633.03	43.21	90.78	1.45	237.65	NA	112.41
7	734.46	16538.44	43.56	92.42	1.39	259.97	NA	113.74
8	746.20	16760.24	42.87	90.78	1.34	257.47	NA	112.96
9	729.74	16447.46	43.84	92.42	1.46	255.96	NA	114.06
10	733.09	16472.46	43.64	92.42	1.43	289.26	NA	111.38
