run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	640.43	14344.11	49.93	104.84	3.44	299.73	NA	94.42
2	645.30	14488.37	49.56	104.84	3.20	276.79	NA	97.40
3	650.42	14579.22	49.17	102.97	3.44	275.46	NA	96.65
4	642.30	14392.74	49.79	104.84	3.39	250.24	NA	95.16
5	636.07	14244.50	50.28	106.75	3.48	283.01	NA	93.68
6	648.16	14543.96	49.34	104.84	3.33	258.41	NA	97.22
7	646.25	14444.37	49.48	104.84	3.42	325.49	NA	93.47
8	647.46	14466.67	49.39	102.97	3.40	255.13	NA	93.32
9	644.57	14460.03	49.61	104.84	3.43	304.04	NA	96.57
10	646.63	14513.96	49.46	104.84	3.40	271.94	NA	97.26
