run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	585.08	13104.00	54.67	116.80	2.45	308.79	NA	86.27
2	580.75	13044.44	55.08	116.80	2.44	298.44	NA	88.00
3	582.60	13081.59	54.90	116.80	2.56	301.76	NA	87.93
4	584.97	13184.66	54.68	116.80	2.60	306.20	NA	91.39
5	585.78	13150.43	54.60	114.72	2.58	454.75	NA	88.40
6	585.07	13116.50	54.67	114.72	2.34	357.81	NA	87.10
7	583.80	13121.36	54.79	116.80	2.63	307.38	NA	88.94
8	583.04	13119.22	54.86	116.80	2.62	257.89	NA	89.76
9	585.95	13149.77	54.59	114.72	2.35	336.79	NA	87.97
10	582.66	13103.02	54.90	116.80	2.38	321.24	NA	89.20
