Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:26:29.543,2.20,2.11,99.98,0.02,0.00,1334481818,100.00,-1,-1,1334481818,100.00,-1,-1,1334481844,100.00,-1,-1,1334481844,100.00,-1,-1,1334481818,100.00,-1,-1,1334481818,100.00,-1,-1,1334481810,100.00,-1,-1,1334481810,100.00,-1,-1,1334481708,100.00,-1,-1,1334481708,100.00,-1,-1,1334481774,100.00,-1,-1,1334481774,100.00,-1,-1,1334481800,100.00,-1,-1,1334481800,100.00,-1,-1,1334481822,100.00,-1,-1,1334481822,100.00,-1,-1,1101124808,0.00,0.00,0.00,1516582,92.56,92.56,61,701112,10.73,10.73,
2026-04-01,22:26:30.544,2.20,2.09,100.00,0.00,0.00,1333242280,100.00,-1,-1,1333242280,100.00,-1,-1,1333242206,100.00,-1,-1,1333242206,100.00,-1,-1,1333242184,100.00,-1,-1,1333242184,100.00,-1,-1,1333242140,100.00,-1,-1,1333242140,100.00,-1,-1,1333242092,100.00,-1,-1,1333242092,100.00,-1,-1,1333242010,100.00,-1,-1,1333242010,100.00,-1,-1,1333242006,100.00,-1,-1,1333242006,100.00,-1,-1,1333241966,100.00,-1,-1,1333241966,100.00,-1,-1,1100059416,0.00,0.00,0.00,1520148,92.78,92.78,60,702345,10.75,10.75,
2026-04-01,22:26:31.544,2.20,2.09,100.00,0.00,0.00,1334203606,100.00,-1,-1,1334203606,100.00,-1,-1,1334203502,100.00,-1,-1,1334203502,100.00,-1,-1,1334203490,100.00,-1,-1,1334203490,100.00,-1,-1,1334203490,100.00,-1,-1,1334203490,100.00,-1,-1,1334203490,100.00,-1,-1,1334203490,100.00,-1,-1,1334203520,100.00,-1,-1,1334203520,100.00,-1,-1,1334203522,100.00,-1,-1,1334203522,100.00,-1,-1,1334203624,100.00,-1,-1,1334203624,100.00,-1,-1,1100772792,0.00,0.00,0.00,1524153,93.03,93.03,60,705823,10.80,10.80,
2026-04-01,22:26:32.544,2.20,2.09,100.00,0.00,0.00,1333101992,100.00,-1,-1,1333101992,100.00,-1,-1,1333102098,100.00,-1,-1,1333102098,100.00,-1,-1,1333102112,100.00,-1,-1,1333102112,100.00,-1,-1,1333102102,100.00,-1,-1,1333102102,100.00,-1,-1,1333102090,100.00,-1,-1,1333102090,100.00,-1,-1,1333102130,100.00,-1,-1,1333102130,100.00,-1,-1,1333102266,100.00,-1,-1,1333102266,100.00,-1,-1,1333102314,100.00,-1,-1,1333102314,100.00,-1,-1,1100003071,0.00,0.00,0.00,1519286,92.73,92.73,60,706136,10.80,10.80,
2026-04-01,22:26:33.544,2.20,2.11,100.00,0.00,0.00,1333229480,100.00,-1,-1,1333229480,100.00,-1,-1,1333229472,100.00,-1,-1,1333229472,100.00,-1,-1,1333229468,100.00,-1,-1,1333229468,100.00,-1,-1,1333229440,100.00,-1,-1,1333229440,100.00,-1,-1,1333229378,100.00,-1,-1,1333229378,100.00,-1,-1,1333229340,100.00,-1,-1,1333229340,100.00,-1,-1,1333229336,100.00,-1,-1,1333229336,100.00,-1,-1,1333229334,100.00,-1,-1,1333229334,100.00,-1,-1,1100037018,0.00,0.00,0.00,1522525,92.93,92.93,60,706370,10.81,10.81,
2026-04-01,22:26:34.544,2.20,2.07,100.00,0.00,0.00,1333225846,100.00,-1,-1,1333225846,100.00,-1,-1,1333225844,100.00,-1,-1,1333225844,100.00,-1,-1,1333225848,100.00,-1,-1,1333225848,100.00,-1,-1,1333225850,100.00,-1,-1,1333225850,100.00,-1,-1,1333225848,100.00,-1,-1,1333225848,100.00,-1,-1,1333225846,100.00,-1,-1,1333225846,100.00,-1,-1,1333225862,100.00,-1,-1,1333225862,100.00,-1,-1,1333225856,100.00,-1,-1,1333225856,100.00,-1,-1,1100034697,0.00,0.00,0.00,1518443,92.68,92.68,60,704908,10.79,10.79,
2026-04-01,22:26:35.544,2.20,2.09,100.00,0.00,0.00,1333334968,100.00,-1,-1,1333334968,100.00,-1,-1,1333334970,100.00,-1,-1,1333334970,100.00,-1,-1,1333334916,100.00,-1,-1,1333334916,100.00,-1,-1,1333334930,100.00,-1,-1,1333334930,100.00,-1,-1,1333334958,100.00,-1,-1,1333334958,100.00,-1,-1,1333334978,100.00,-1,-1,1333334978,100.00,-1,-1,1333335038,100.00,-1,-1,1333335038,100.00,-1,-1,1333335116,100.00,-1,-1,1333335116,100.00,-1,-1,1100123769,0.00,0.00,0.00,1520888,92.83,92.73,60,702811,10.75,10.74,
2026-04-01,22:26:36.545,2.20,2.10,100.00,0.00,0.00,1334525528,100.00,-1,-1,1334525528,100.00,-1,-1,1334525574,100.00,-1,-1,1334525574,100.00,-1,-1,1334525574,100.00,-1,-1,1334525574,100.00,-1,-1,1334525626,100.00,-1,-1,1334525626,100.00,-1,-1,1334525704,100.00,-1,-1,1334525704,100.00,-1,-1,1334525720,100.00,-1,-1,1334525720,100.00,-1,-1,1334525720,100.00,-1,-1,1334525720,100.00,-1,-1,1334525720,100.00,-1,-1,1334525720,100.00,-1,-1,1101106509,0.00,0.00,0.00,1527109,93.21,93.11,59,704507,10.78,10.77,
2026-04-01,22:26:37.546,2.20,2.10,100.00,0.00,0.00,1334523784,100.00,-1,-1,1334523784,100.00,-1,-1,1334523810,100.00,-1,-1,1334523810,100.00,-1,-1,1334523810,100.00,-1,-1,1334523810,100.00,-1,-1,1334523822,100.00,-1,-1,1334523822,100.00,-1,-1,1334523820,100.00,-1,-1,1334523820,100.00,-1,-1,1334523824,100.00,-1,-1,1334523824,100.00,-1,-1,1334523842,100.00,-1,-1,1334523842,100.00,-1,-1,1334523896,100.00,-1,-1,1334523896,100.00,-1,-1,1101106482,0.00,0.00,0.00,1517623,92.63,92.54,60,706650,10.81,10.80,
2026-04-01,22:26:38.548,2.20,2.11,100.00,0.00,0.00,1333287224,100.00,-1,-1,1333287224,100.00,-1,-1,1333287224,100.00,-1,-1,1333287224,100.00,-1,-1,1333287224,100.00,-1,-1,1333287224,100.00,-1,-1,1333287222,100.00,-1,-1,1333287222,100.00,-1,-1,1333287214,100.00,-1,-1,1333287214,100.00,-1,-1,1333287204,100.00,-1,-1,1333287204,100.00,-1,-1,1333287202,100.00,-1,-1,1333287202,100.00,-1,-1,1333287200,100.00,-1,-1,1333287200,100.00,-1,-1,1100088154,0.00,0.00,0.00,1519994,92.77,92.77,60,705683,10.80,10.80,
