run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	778.68	17508.15	41.08	87.56	1.42	243.18	NA	119.05
2	780.78	17558.59	40.97	86.00	1.41	238.13	NA	119.51
3	776.32	17440.54	41.21	86.00	1.40	247.50	NA	117.77
4	784.48	17589.97	40.78	86.00	1.33	287.43	NA	116.88
5	778.21	17470.51	41.10	86.00	1.33	333.14	NA	117.34
6	784.06	17639.11	40.80	86.00	1.45	212.63	NA	120.46
7	776.23	17477.17	41.21	87.56	1.41	263.66	NA	120.06
8	764.96	17186.08	41.82	87.56	1.43	260.35	NA	116.14
9	768.77	17289.25	41.61	87.56	1.24	264.04	NA	117.73
10	766.96	17275.24	41.71	87.56	1.38	247.72	NA	119.18
