run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	380.16	8505.45	84.15	267.41	2.66	3218.00	NA	55.52
2	392.97	8808.01	81.41	272.27	2.99	813.45	NA	58.36
3	386.20	8642.02	82.79	253.35	2.52	2702.18	NA	56.49
4	373.85	8378.64	85.57	267.41	2.85	712.80	NA	55.48
5	367.55	8206.51	87.04	257.95	3.03	2654.26	NA	52.63
6	393.64	8830.57	81.23	248.83	2.79	743.48	NA	58.95
7	359.32	8051.72	89.03	272.27	2.82	3373.13	NA	53.27
8	388.02	8690.13	82.45	267.41	2.93	916.84	NA	57.20
9	355.90	7993.00	89.85	277.21	2.63	3150.82	NA	53.87
10	388.62	8688.56	82.32	267.41	2.53	777.37	NA	56.37
