run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	642.01	14376.19	49.82	104.84	3.36	286.85	NA	94.53
2	649.52	14551.12	49.24	102.97	3.50	270.55	NA	96.03
3	645.34	14469.64	49.56	102.97	3.37	288.04	NA	96.15
4	646.57	14522.84	49.47	104.84	3.47	278.81	NA	97.92
5	640.95	14386.06	49.90	104.84	3.49	298.58	NA	96.37
6	640.83	14401.98	49.91	104.84	3.51	292.62	NA	97.51
7	642.22	14429.95	49.80	104.84	3.52	287.30	NA	97.56
8	638.82	14331.24	50.06	104.84	3.54	321.68	NA	95.70
9	643.66	14447.79	49.69	104.84	3.09	275.27	NA	96.85
10	638.96	14340.75	50.06	104.84	3.43	276.68	NA	96.10
