run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	759.43	17086.36	42.12	89.16	1.94	267.47	NA	116.73
2	755.66	16985.26	42.33	89.16	1.92	288.06	NA	115.21
3	758.60	17035.25	42.16	89.16	1.90	231.88	NA	114.59
4	762.76	17160.79	41.93	89.16	1.99	260.24	NA	117.15
5	730.97	16415.57	43.76	90.78	1.87	250.20	NA	110.49
6	767.89	17237.32	41.66	87.56	1.89	201.09	NA	115.69
7	762.50	17140.73	41.95	87.56	1.92	224.09	NA	116.38
8	765.06	17189.86	41.81	87.56	1.90	253.73	NA	116.23
9	756.00	17047.85	42.31	89.16	1.88	283.99	NA	118.57
10	753.78	16994.52	42.44	89.16	1.89	271.06	NA	118.04
