run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	588.92	13235.73	54.32	114.72	2.40	313.25	NA	89.74
2	586.01	13177.13	54.59	114.72	2.50	279.36	NA	89.66
3	586.28	13155.02	54.56	114.72	2.57	294.95	NA	87.97
4	586.23	13163.69	54.57	114.72	2.47	403.45	NA	88.55
5	582.83	13108.86	54.89	116.80	2.54	289.12	NA	89.33
6	584.88	13134.14	54.69	114.72	2.55	285.25	NA	88.44
7	585.09	13118.85	54.67	114.72	2.46	386.74	NA	87.16
8	586.65	13139.53	54.53	114.72	2.58	307.22	NA	86.53
9	590.24	13238.85	54.20	114.72	2.47	375.25	NA	88.21
10	590.21	13205.98	54.20	114.72	2.42	303.87	NA	86.23
