run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	607.36	13629.27	52.66	110.66	3.63	329.70	NA	91.13
2	607.05	13650.91	52.69	110.66	3.55	362.59	NA	92.90
3	610.41	13732.78	52.40	110.66	3.39	300.51	NA	93.85
4	618.45	13852.11	51.72	108.68	3.20	295.35	NA	91.23
5	609.28	13684.66	52.49	110.66	3.38	249.21	NA	92.20
6	615.28	13795.08	51.98	108.68	3.19	286.61	NA	91.62
7	617.11	13837.07	51.82	108.68	3.45	261.28	NA	92.02
8	598.13	13422.24	53.47	112.67	3.56	345.56	NA	89.79
9	611.17	13709.16	52.33	110.66	3.53	301.51	NA	91.38
10	609.89	13688.69	52.44	110.66	3.67	318.27	NA	91.77
