run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	895.76	20057.72	35.71	74.46	2.44	208.67	NA	131.83
2	867.11	19421.37	36.89	77.19	2.49	230.26	NA	127.97
3	851.64	19169.26	37.56	78.60	2.46	232.77	NA	131.39
4	851.13	19059.18	37.58	78.60	2.43	231.05	NA	125.32
5	855.09	19129.28	37.41	77.19	2.58	220.87	NA	124.74
6	854.23	19140.18	37.45	77.19	2.60	236.06	NA	126.48
7	857.25	19214.99	37.31	77.19	2.44	205.83	NA	127.37
8	859.00	19233.31	37.24	77.19	2.63	218.99	NA	126.29
9	851.53	19071.98	37.56	78.60	2.48	216.90	NA	125.58
10	851.65	19125.05	37.56	77.19	2.51	187.65	NA	128.74
