run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	476.15	10703.15	67.17	142.39	1.68	358.79	NA	72.57
2	478.85	10774.17	66.80	139.85	1.76	465.98	NA	73.67
3	475.77	10680.26	67.23	139.85	1.91	375.56	NA	71.69
4	472.36	10623.40	67.71	142.39	1.79	351.97	NA	72.42
5	478.83	10747.76	66.79	139.85	1.87	351.56	NA	72.03
6	472.89	10634.95	67.63	142.39	1.84	375.83	NA	72.42
7	475.46	10668.85	67.27	139.85	1.60	383.99	NA	71.38
8	475.34	10684.35	67.29	139.85	1.92	351.70	NA	72.41
9	476.72	10728.93	67.09	142.39	1.76	338.04	NA	73.46
10	472.91	10640.46	67.64	142.39	2.07	463.70	NA	72.73
