run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	752.76	16907.33	42.49	89.16	1.92	272.64	NA	113.93
2	753.45	16918.24	42.45	89.16	1.92	234.68	NA	113.77
3	762.77	17127.47	41.94	87.56	2.01	256.26	NA	115.19
4	754.68	16955.98	42.39	89.16	1.77	249.10	NA	114.58
5	755.38	17012.68	42.35	89.16	1.96	337.86	NA	117.22
6	753.31	16956.03	42.47	89.16	1.90	226.74	NA	116.33
7	756.80	16939.92	42.27	89.16	1.86	339.92	NA	110.95
8	754.59	16970.18	42.39	89.16	1.98	228.22	NA	115.53
9	755.93	16973.02	42.32	89.16	1.93	250.60	NA	114.07
10	757.09	16995.89	42.25	89.16	1.94	241.43	NA	114.08
