run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	768.96	17227.08	41.60	87.56	2.13	246.00	NA	113.69
2	768.56	17266.62	41.61	89.16	1.87	230.75	NA	116.58
3	769.49	17293.48	41.57	87.56	1.97	264.64	NA	117.16
4	764.83	17165.22	41.82	89.16	1.95	307.11	NA	114.96
5	761.30	17117.88	41.99	89.16	2.09	249.02	NA	116.42
6	764.94	17221.96	41.82	89.16	2.03	398.71	NA	118.30
7	767.91	17264.96	41.66	89.16	2.09	231.81	NA	117.34
8	768.74	17300.25	41.61	89.16	1.97	246.90	NA	118.47
9	769.27	17257.20	41.58	87.56	1.97	291.90	NA	115.15
10	766.04	17257.48	41.75	89.16	2.12	298.64	NA	119.08
