run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	614.72	13794.38	52.03	110.66	3.53	310.49	NA	92.30
2	610.19	13703.84	52.42	110.66	3.39	305.17	NA	92.25
3	617.95	13851.09	51.76	108.68	3.47	282.68	NA	91.79
4	613.71	13746.38	52.11	110.66	3.49	280.95	NA	90.63
5	622.55	13968.53	51.38	108.68	3.22	271.12	NA	93.34
6	612.10	13735.78	52.25	110.66	3.36	338.17	NA	91.85
7	612.32	13733.07	52.23	110.66	3.63	296.52	NA	91.54
8	611.58	13706.63	52.30	110.66	3.32	296.04	NA	90.84
9	613.23	13723.51	52.15	110.66	3.46	298.85	NA	89.74
10	613.03	13751.45	52.17	110.66	3.56	283.69	NA	91.76
