,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:23:19.182,667191892,0.01,40357,667191892,667191892,0.01,40079,667191892,667192652,0.01,38980,667192652,667192652,0.01,38900,667192652,667193138,0.01,38211,667193138,667193138,0.01,38058,667193138,667193614,0.01,37203,667193614,667193614,0.01,37124,667193614,800590872,94.42,94.42,0.00,1614901,24.64,24.64,59,483973,7.38,7.38,667112745,0.01,37328,667112745,667112745,0.01,37272,667112745,667113043,0.01,36950,667113043,667113043,0.01,36946,667113043,667113195,0.01,36709,667113195,667113195,0.01,36606,667113195,667113387,0.01,36416,667113387,667113387,0.01,36428,667113387,800587317,99.90,99.90,0.00,1534528,23.42,23.42,55,586732,8.95,8.95,
2026-04-01,21:23:20.182,666648180,0.01,36959,666648180,666648180,0.01,36995,666648180,666648697,0.01,36388,666648697,666648697,0.01,36296,666648697,666649014,0.01,35875,666649014,666649014,0.01,35870,666649014,666649175,0.01,35613,666649175,666649175,0.01,35457,666649175,800021128,94.72,94.72,0.00,1603712,24.47,24.47,60,480770,7.34,7.34,666646799,0.01,36651,666646799,666646799,0.01,36708,666646799,666647089,0.01,36496,666647089,666647089,0.01,36488,666647089,666647248,0.01,36386,666647248,666647248,0.01,36386,666647248,666647431,0.01,36190,666647431,666647431,0.01,36193,666647431,800011001,99.95,99.95,0.00,1530062,23.35,23.35,56,587028,8.96,8.96,
2026-04-01,21:23:21.183,667161657,0.01,50463,667161657,667161657,0.01,50442,667161657,667175438,0.01,36822,667175438,667175438,0.01,36742,667175438,667176112,0.01,36200,667176112,667176112,0.01,36201,667176112,667176399,0.01,35936,667176399,667176399,0.01,35932,667176399,800654954,94.51,94.51,0.00,1613575,24.62,24.60,60,485146,7.40,7.40,667175811,0.01,36917,667175811,667175811,0.01,36958,667175811,667176092,0.01,36652,667176092,667176092,0.01,36692,667176092,667176419,0.01,36347,667176419,667176419,0.01,36351,667176419,667176539,0.01,36401,667176539,667176539,0.01,36409,667176539,800654506,99.97,99.97,0.00,1533441,23.40,23.38,56,586285,8.95,8.94,
2026-04-01,21:23:22.184,667159846,0.01,38391,667159846,667159846,0.01,38506,667159846,667161040,0.01,37319,667161040,667161040,0.01,37497,667161040,667161701,0.01,36823,667161701,667161701,0.01,36884,667161701,667162088,0.01,36505,667162088,667162088,0.01,36546,667162088,800639620,94.47,94.47,0.00,1619033,24.70,24.70,59,485898,7.41,7.41,667175981,0.01,37785,667175981,667175981,0.01,37899,667175981,667176650,0.01,37313,667176650,667176650,0.01,37401,667176650,667176949,0.01,37259,667176949,667176949,0.01,37371,667176949,667177249,0.01,37001,667177249,667177249,0.01,37044,667177249,800660182,99.97,99.97,0.00,1529688,23.34,23.34,56,588587,8.98,8.98,
2026-04-01,21:23:23.184,666511529,0.01,37715,666511529,666511529,0.01,37719,666511529,666512229,0.01,36951,666512229,666512229,0.01,36990,666512229,666512662,0.01,36586,666512662,666512662,0.01,36606,666512662,666513000,0.01,36298,666513000,666513000,0.01,36251,666513000,799859108,94.34,94.34,0.00,1615723,24.65,24.65,59,484623,7.39,7.39,666497726,0.01,38156,666497726,666497726,0.01,38143,666497726,666498068,0.01,37707,666498068,666498068,0.01,37573,666498068,666498287,0.01,37169,666498287,666498287,0.01,37060,666498287,666498650,0.01,36835,666498650,666498650,0.01,36882,666498650,799853411,99.84,99.84,0.00,1532545,23.38,23.38,56,590387,9.01,9.01,
2026-04-01,21:23:24.184,666511935,0.01,38606,666511935,666511935,0.01,38479,666511935,666512795,0.01,37634,666512795,666512795,0.01,37485,666512795,666513342,0.01,36924,666513342,666513342,0.01,36825,666513342,666513767,0.01,36372,666513767,666513767,0.01,36370,666513767,799859136,94.26,94.26,0.00,1620070,24.72,24.72,59,481471,7.35,7.35,666511611,0.01,37333,666511611,666511611,0.01,37190,666511611,666512065,0.01,36735,666512065,666512065,0.01,36682,666512065,666512189,0.01,36533,666512189,666512189,0.01,36471,666512189,666512355,0.01,35993,666512355,666512355,0.01,35833,666512355,799845000,99.95,99.95,0.00,1528380,23.32,23.32,56,587425,8.96,8.96,
2026-04-01,21:23:25.184,666513140,0.01,37753,666513140,666513140,0.01,37753,666513140,666513949,0.01,36974,666513949,666513949,0.01,36997,666513949,666514416,0.01,36536,666514416,666514416,0.01,36531,666514416,666514788,0.01,36121,666514788,666514788,0.01,36118,666514788,799859270,94.48,94.48,0.00,1612994,24.61,24.61,59,482165,7.36,7.36,666512583,0.01,36432,666512583,666512583,0.01,36437,666512583,666512869,0.01,36127,666512869,666512869,0.01,36186,666512869,666513050,0.01,35974,666513050,666513050,0.01,35974,666513050,666513312,0.01,35729,666513312,666513312,0.01,35733,666513312,799857862,99.99,99.99,0.00,1528011,23.32,23.32,55,589644,9.00,9.00,
2026-04-01,21:23:26.183,666517608,0.01,37272,666517608,666517608,0.01,37302,666517608,666518372,0.01,36529,666518372,666518372,0.01,36427,666518372,666518829,0.01,35876,666518829,666518829,0.01,35891,666518829,666519108,0.01,35635,666519108,666519108,0.01,35641,666519108,799866667,94.32,94.32,0.00,1619794,24.72,24.72,59,484418,7.39,7.39,666518152,0.01,36594,666518152,666518152,0.01,36570,666518152,666518267,0.01,36446,666518267,666518267,0.01,36451,666518267,666518436,0.01,36347,666518436,666518436,0.01,36408,666518436,666518793,0.01,36120,666518793,666518793,0.01,36271,666518793,799864292,99.99,99.99,0.00,1531474,23.37,23.37,55,587265,8.96,8.96,
2026-04-01,21:23:27.184,667178527,0.01,37740,667178527,667178527,0.01,37702,667178527,667179190,0.01,37029,667179190,667179190,0.01,37320,667179190,667179732,0.01,36950,667179732,667179732,0.01,36956,667179732,667180175,0.01,36553,667180175,667180175,0.01,36556,667180175,800661193,94.48,94.48,0.00,1612579,24.61,24.61,59,484496,7.39,7.39,667181996,0.01,37305,667181996,667181996,0.01,37270,667181996,667182515,0.01,36865,667182515,667182515,0.01,36871,667182515,667182813,0.01,36622,667182813,667182813,0.01,36622,667182813,667183135,0.01,36303,667183135,667183135,0.01,36205,667183135,800664882,99.98,99.98,0.00,1529631,23.34,23.34,55,588433,8.98,8.98,
