run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.89	357.24	1981.62	4280.32	56.39	7962.52	NA	2.42
2	15.89	355.83	1982.31	4055.23	64.96	8136.26	NA	2.33
3	15.81	353.24	1995.13	4280.32	58.89	7459.02	NA	2.29
4	15.59	347.85	2021.39	4203.93	56.30	6783.12	NA	2.21
5	15.59	350.57	2019.43	4203.93	58.92	7620.94	NA	2.39
6	15.65	354.75	2011.82	4280.32	58.95	9400.16	NA	2.58
7	15.59	356.19	2016.28	4358.09	58.87	8404.87	NA	2.73
8	15.25	345.81	2063.83	4517.90	58.71	7691.87	NA	2.51
9	15.42	350.39	2043.10	4517.90	50.27	8016.12	NA	2.58
10	15.53	350.58	2028.47	4358.09	64.93	9522.45	NA	2.46
