run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	444.82	9966.17	71.91	150.29	1.50	365.90	NA	65.84
2	443.43	9986.38	72.13	153.02	1.68	429.32	NA	68.71
3	441.57	9918.68	72.43	153.02	1.79	365.83	NA	66.93
4	447.15	10024.70	71.53	150.29	1.78	520.25	NA	66.58
5	443.40	9938.51	72.13	153.02	1.86	393.63	NA	65.89
6	444.91	9960.67	71.89	150.29	1.72	373.63	NA	65.39
7	445.08	9964.57	71.86	150.29	1.75	374.25	NA	65.41
8	444.86	10003.68	71.89	150.29	1.76	403.05	NA	68.07
9	443.12	9943.50	72.18	153.02	1.90	450.94	NA	66.50
10	441.72	9939.29	72.41	153.02	1.87	404.18	NA	67.99
