run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	363.55	8135.34	88.00	267.41	2.74	1865.50	NA	53.17
2	374.16	8383.71	85.26	272.27	2.67	868.16	NA	55.37
3	375.23	8397.11	84.90	272.27	2.81	2425.19	NA	54.92
4	390.10	8766.24	82.01	257.95	2.75	1012.17	NA	59.31
5	384.76	8630.48	83.15	253.35	2.87	1319.60	NA	57.55
6	391.31	8771.02	81.76	248.83	2.90	1028.01	NA	58.15
7	359.23	8064.19	88.97	262.64	2.54	2005.75	NA	54.14
8	372.68	8378.03	85.76	257.95	2.86	921.84	NA	56.87
9	376.47	8460.79	84.93	262.64	2.72	2616.03	NA	57.30
10	401.41	8978.55	79.70	253.35	2.61	951.68	NA	58.50
