run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	585.90	13160.32	54.60	116.80	2.41	283.59	NA	88.74
2	583.13	13092.64	54.86	114.72	2.44	398.38	NA	87.95
3	586.67	13200.97	54.53	116.80	2.54	324.92	NA	90.27
4	584.65	13177.47	54.72	116.80	2.41	329.14	NA	91.33
5	585.89	13154.99	54.60	116.80	2.43	280.49	NA	88.39
6	584.66	13129.59	54.71	116.80	2.24	360.23	NA	88.37
7	583.71	13108.03	54.80	116.80	2.54	379.96	NA	88.25
8	587.18	13171.94	54.48	116.80	2.43	312.41	NA	87.88
9	584.56	13183.48	54.72	116.80	2.50	272.12	NA	91.83
10	586.52	13186.65	54.54	116.80	2.45	336.97	NA	89.57
