run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	633.74	14208.89	50.47	106.75	3.41	300.83	NA	94.44
2	638.84	14315.64	50.06	104.84	3.41	321.66	NA	94.65
3	631.53	14184.48	50.65	106.75	3.25	289.50	NA	95.69
4	637.27	14299.93	50.19	104.84	3.48	464.99	NA	95.65
5	636.72	14253.74	50.23	104.84	3.51	280.75	NA	93.50
6	607.84	13671.50	52.62	108.68	3.56	288.45	NA	93.21
7	626.50	14097.24	51.05	106.75	3.51	270.14	NA	96.48
8	646.34	14475.19	49.48	102.97	3.25	251.32	NA	95.30
9	637.85	14338.55	50.14	104.84	3.47	304.30	NA	97.29
10	652.17	14645.48	49.04	102.97	3.37	245.16	NA	98.57
