,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:23:17.878,1203690678,100.00,-1,-1,1203690678,0.00,2,1203690678,1203690732,100.00,-1,-1,1203690732,0.00,2,1203690732,1203690780,100.00,-1,-1,1203690780,0.00,2,1203690780,1203690837,100.00,-1,-1,1203690837,0.00,2,1203690837,1203690888,100.00,-1,-1,1203690888,0.00,2,1203690888,1203690939,100.00,-1,-1,1203690939,0.00,2,1203690939,1203690996,100.00,-1,-1,1203690996,0.00,2,1203690996,1203691047,100.00,-1,-1,1203691047,0.00,2,1203691047,1103601425,0.00,0.00,0.00,1522125,92.90,92.81,52,100444,6.13,6.12,
2026-04-01,21:23:18.877,1196607444,100.00,-1,-1,1196607444,0.00,2,1196607444,1196607474,100.00,-1,-1,1196607474,0.00,2,1196607474,1196607447,100.00,-1,-1,1196607447,0.00,2,1196607447,1196607411,100.00,-1,-1,1196607411,0.00,2,1196607411,1196607390,100.00,-1,-1,1196607390,0.00,2,1196607390,1196607363,100.00,-1,-1,1196607363,0.00,2,1196607363,1196607336,100.00,-1,-1,1196607336,0.00,2,1196607336,1196607318,100.00,-1,-1,1196607318,0.00,2,1196607318,1096929413,0.00,0.00,0.00,1514103,92.41,92.51,52,99321,6.06,6.07,
2026-04-01,21:23:19.877,1197150717,100.00,-1,-1,1197150717,0.00,2,1197150717,1197150744,100.00,-1,-1,1197150744,0.00,2,1197150744,1197150771,100.00,-1,-1,1197150771,0.00,2,1197150771,1197150798,100.00,-1,-1,1197150798,0.00,2,1197150798,1197150825,100.00,-1,-1,1197150825,0.00,2,1197150825,1197150852,100.00,-1,-1,1197150852,0.00,2,1197150852,1197150876,100.00,-1,-1,1197150876,0.00,2,1197150876,1197150897,100.00,-1,-1,1197150897,0.00,2,1197150897,1097547487,0.00,0.00,0.00,1512589,92.32,92.32,51,99062,6.05,6.05,
2026-04-01,21:23:20.877,1197374655,100.00,-1,-1,1197374655,0.00,2,1197374655,1197374652,100.00,-1,-1,1197374652,0.00,2,1197374652,1197374658,100.00,-1,-1,1197374658,0.00,2,1197374658,1197374682,100.00,-1,-1,1197374682,0.00,2,1197374682,1197374694,100.00,-1,-1,1197374694,0.00,2,1197374694,1197374688,100.00,-1,-1,1197374688,0.00,2,1197374688,1197374688,100.00,-1,-1,1197374688,0.00,2,1197374688,1197374685,100.00,-1,-1,1197374685,0.00,2,1197374685,1097732509,0.00,0.00,0.00,1514947,92.47,92.47,52,101802,6.21,6.21,
2026-04-01,21:23:21.877,1197351549,100.00,-1,-1,1197351549,0.00,2,1197351549,1197351522,100.00,-1,-1,1197351522,0.00,2,1197351522,1197351546,100.00,-1,-1,1197351546,0.00,2,1197351546,1197351528,100.00,-1,-1,1197351528,0.00,2,1197351528,1197351513,100.00,-1,-1,1197351513,0.00,2,1197351513,1197351498,100.00,-1,-1,1197351498,0.00,2,1197351498,1197351444,100.00,-1,-1,1197351444,0.00,2,1197351444,1197351429,100.00,-1,-1,1197351429,0.00,2,1197351429,1097589155,0.00,0.00,0.00,1521910,92.89,92.89,52,98479,6.01,6.01,
2026-04-01,21:23:22.877,1197176916,100.00,-1,-1,1197176916,0.00,2,1197176916,1197176886,100.00,-1,-1,1197176886,0.00,2,1197176886,1197176853,100.00,-1,-1,1197176853,0.00,2,1197176853,1197176826,100.00,-1,-1,1197176826,0.00,2,1197176826,1197176799,100.00,-1,-1,1197176799,0.00,2,1197176799,1197176778,100.00,-1,-1,1197176778,0.00,2,1197176778,1197176745,100.00,-1,-1,1197176745,0.00,2,1197176745,1197176718,100.00,-1,-1,1197176718,0.00,2,1197176718,1097430089,0.00,0.00,0.00,1522555,92.93,92.93,52,98333,6.00,6.00,
2026-04-01,21:23:23.877,1196965032,100.00,-1,-1,1196965032,0.00,2,1196965032,1196965068,100.00,-1,-1,1196965068,0.00,2,1196965068,1196965113,100.00,-1,-1,1196965113,0.00,2,1196965113,1196965152,100.00,-1,-1,1196965152,0.00,2,1196965152,1196965188,100.00,-1,-1,1196965188,0.00,2,1196965188,1196965218,100.00,-1,-1,1196965218,0.00,2,1196965218,1196965251,100.00,-1,-1,1196965251,0.00,2,1196965251,1196965284,100.00,-1,-1,1196965284,0.00,2,1196965284,1097404990,0.00,0.00,0.00,1513142,92.35,92.35,52,99869,6.10,6.10,
2026-04-01,21:23:24.877,1197474705,100.00,-1,-1,1197474705,0.00,2,1197474705,1197474732,100.00,-1,-1,1197474732,0.00,2,1197474732,1197474750,100.00,-1,-1,1197474750,0.00,2,1197474750,1197474771,100.00,-1,-1,1197474771,0.00,2,1197474771,1197474804,100.00,-1,-1,1197474804,0.00,2,1197474804,1197474813,100.00,-1,-1,1197474813,0.00,2,1197474813,1197474843,100.00,-1,-1,1197474843,0.00,2,1197474843,1197474837,100.00,-1,-1,1197474837,0.00,2,1197474837,1097839416,0.00,0.00,0.00,1513180,92.36,92.26,52,101120,6.17,6.17,
2026-04-01,21:23:25.877,1197342093,100.00,-1,-1,1197342093,0.00,2,1197342093,1197342096,100.00,-1,-1,1197342096,0.00,2,1197342096,1197342084,100.00,-1,-1,1197342084,0.00,2,1197342084,1197342054,100.00,-1,-1,1197342054,0.00,2,1197342054,1197342060,100.00,-1,-1,1197342060,0.00,2,1197342060,1197342048,100.00,-1,-1,1197342048,0.00,2,1197342048,1197342060,100.00,-1,-1,1197342060,0.00,2,1197342060,1197342057,100.00,-1,-1,1197342057,0.00,2,1197342057,1097655760,0.00,0.00,0.00,1518199,92.66,92.66,52,100303,6.12,6.12,
