run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	756.91	16979.34	42.26	89.16	1.88	264.76	NA	113.29
2	757.61	17022.23	42.22	89.16	1.86	279.93	NA	115.09
3	755.54	16958.43	42.34	89.16	2.06	246.95	NA	113.63
4	744.52	16743.14	42.97	90.78	1.91	272.30	NA	114.02
5	753.71	16980.85	42.44	89.16	1.79	282.89	NA	117.34
6	752.42	16902.81	42.52	89.16	1.96	226.65	NA	114.15
7	754.72	16953.81	42.39	89.16	1.81	229.46	NA	114.39
8	754.69	16927.74	42.39	89.16	1.89	233.15	NA	112.84
9	754.30	16957.29	42.41	89.16	1.85	256.54	NA	115.14
10	754.61	16999.45	42.39	89.16	1.91	226.44	NA	117.32
