run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	743.11	16690.24	43.05	90.78	1.80	220.97	NA	112.45
2	741.51	16670.87	43.14	90.78	1.84	299.23	NA	113.32
3	742.12	16634.09	43.11	90.78	1.94	239.11	NA	110.22
4	738.48	16633.39	43.32	90.78	1.90	294.41	NA	114.68
5	739.11	16621.72	43.28	92.42	1.90	272.90	NA	113.13
6	723.48	16264.29	44.21	92.42	1.97	220.19	NA	110.43
7	731.04	16463.97	43.76	92.42	1.93	240.25	NA	113.40
8	747.21	16825.73	42.81	90.78	1.96	295.84	NA	115.75
9	741.71	16665.87	43.13	90.78	1.90	238.84	NA	112.66
10	735.97	16542.11	43.47	90.78	1.80	292.99	NA	112.17
