run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	717.90	16162.62	44.56	94.10	1.44	270.12	NA	111.03
2	711.36	16026.75	44.97	95.81	1.35	322.34	NA	110.72
3	721.49	16219.97	44.34	94.10	1.45	255.21	NA	110.19
4	720.75	16231.24	44.39	94.10	1.44	272.28	NA	111.78
5	718.91	16208.86	44.50	94.10	1.37	278.36	NA	112.60
6	721.14	16198.05	44.36	94.10	1.40	266.73	NA	109.23
7	729.27	16363.65	43.87	92.42	1.31	241.54	NA	109.44
8	726.65	16347.91	44.03	92.42	1.43	279.90	NA	111.64
9	732.85	16462.39	43.65	90.78	1.45	253.27	NA	111.05
10	724.52	16259.02	44.16	92.42	1.32	243.09	NA	108.91
