run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	578.69	13055.62	55.28	116.80	2.38	311.63	NA	91.21
2	582.58	13097.32	54.91	116.80	2.46	315.60	NA	88.95
3	582.56	13096.70	54.91	116.80	2.65	323.04	NA	88.97
4	581.81	13087.16	54.98	116.80	2.44	314.51	NA	89.31
5	587.27	13201.85	54.47	114.72	2.52	295.93	NA	89.65
6	582.54	13087.59	54.91	116.80	2.53	320.92	NA	88.40
7	584.68	13122.00	54.71	116.80	2.56	309.60	NA	87.89
8	586.16	13187.42	54.57	114.72	2.63	354.02	NA	90.11
9	583.27	13132.78	54.84	116.80	2.67	306.99	NA	90.31
10	587.12	13177.43	54.49	116.80	2.44	318.21	NA	88.30
