run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	456.58	10249.01	70.05	147.61	1.61	400.89	NA	68.72
2	458.85	10314.70	69.71	147.61	1.75	408.16	NA	69.99
3	453.97	10215.41	70.44	150.29	1.77	406.49	NA	69.92
4	461.29	10364.14	69.34	144.97	1.67	416.00	NA	70.04
5	455.55	10233.22	70.20	147.61	1.94	456.65	NA	69.09
6	454.70	10244.97	70.34	147.61	1.90	385.81	NA	70.81
7	453.55	10221.93	70.51	150.29	1.99	426.60	NA	70.84
8	454.21	10199.51	70.41	147.61	1.59	390.68	NA	68.58
9	453.19	10178.07	70.57	150.29	1.94	359.78	NA	68.56
10	453.26	10217.80	70.56	150.29	1.97	373.18	NA	70.91
