run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	748.43	16846.91	42.74	89.16	1.38	241.73	NA	115.57
2	753.45	16939.01	42.46	89.16	1.36	221.39	NA	115.04
3	755.84	17005.83	42.33	89.16	1.38	331.22	NA	116.24
4	752.65	16923.19	42.51	90.78	1.33	248.71	NA	115.03
5	750.99	16884.35	42.60	89.16	1.40	253.00	NA	114.74
6	760.17	17074.50	42.09	87.56	1.40	244.07	NA	115.13
7	751.76	16908.41	42.55	89.16	1.41	250.42	NA	115.25
8	753.02	16907.40	42.48	89.16	1.45	292.03	NA	113.68
9	757.06	17024.73	42.26	89.16	1.36	219.13	NA	115.93
10	753.90	16954.39	42.44	89.16	1.37	301.19	NA	115.43
