run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	577.80	13002.50	55.36	116.80	2.85	294.77	NA	88.95
2	580.49	13037.03	55.11	116.80	2.82	340.65	NA	87.77
3	580.99	13035.52	55.06	116.80	2.83	322.81	NA	87.15
4	581.92	13027.19	54.97	116.80	2.84	349.59	NA	85.44
5	578.38	12985.80	55.31	116.80	3.01	298.95	NA	87.21
6	581.11	13011.10	55.05	116.80	2.97	309.72	NA	85.46
7	583.36	13120.96	54.83	116.80	2.85	328.88	NA	89.54
8	583.35	13088.23	54.84	116.80	2.97	327.49	NA	87.48
9	579.31	13011.49	55.22	116.80	2.86	318.74	NA	87.72
10	579.36	12995.89	55.21	116.80	2.55	333.31	NA	86.66
