run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	584.27	13097.96	54.75	114.72	2.51	296.39	NA	86.89
2	588.16	13190.08	54.39	114.72	2.45	306.04	NA	87.83
3	585.08	13139.35	54.67	116.80	2.43	318.04	NA	88.46
4	580.11	13114.85	55.14	116.80	2.48	300.67	NA	93.01
5	587.08	13197.95	54.49	116.80	2.43	349.85	NA	89.60
6	587.55	13190.65	54.45	116.80	2.61	278.33	NA	88.60
7	582.91	13052.87	54.88	116.80	2.49	322.29	NA	85.84
8	590.76	13258.89	54.15	114.72	2.53	297.72	NA	88.88
9	584.34	13139.55	54.74	116.80	2.44	328.83	NA	89.40
10	582.82	13151.72	54.88	116.80	2.60	352.03	NA	91.99
