run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	768.59	17225.17	41.62	89.16	2.19	293.69	NA	114.06
2	771.61	17336.62	41.45	87.56	1.96	232.93	NA	117.21
3	768.66	17269.80	41.61	89.16	2.03	321.30	NA	116.69
4	763.74	17175.35	41.87	89.16	2.25	277.66	NA	116.95
5	773.92	17369.27	41.34	87.56	2.08	258.35	NA	116.32
6	770.80	17310.92	41.50	87.56	2.18	236.01	NA	116.63
7	770.61	17300.33	41.51	89.16	2.06	290.26	NA	116.16
8	772.36	17392.66	41.42	89.16	2.13	290.62	NA	119.73
9	771.73	17346.25	41.44	89.16	2.23	245.30	NA	117.68
10	766.64	17256.44	41.73	89.16	2.11	236.92	NA	118.35
