run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	759.05	17037.16	42.14	87.56	1.91	233.96	NA	114.23
2	750.71	16879.30	42.61	89.16	1.96	296.76	NA	114.67
3	755.18	17005.14	42.36	89.16	2.00	241.36	NA	117.00
4	754.69	16950.70	42.38	89.16	1.92	250.55	NA	114.21
5	757.09	17028.65	42.25	89.16	2.01	251.29	NA	116.11
6	758.95	17071.07	42.15	89.16	1.78	267.62	NA	116.43
7	755.52	16988.44	42.34	89.16	1.96	328.95	NA	115.50
8	754.28	16945.34	42.41	89.16	1.82	226.19	NA	114.46
9	755.47	16966.16	42.34	89.16	1.87	223.87	NA	114.21
10	760.30	17126.51	42.07	89.16	1.92	232.99	NA	118.16
