run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	383.52	8589.92	83.42	257.95	2.95	770.48	NA	56.58
2	371.84	8335.70	85.99	272.27	2.89	1319.08	NA	55.35
3	395.26	8852.68	80.70	253.35	2.92	988.19	NA	58.26
4	384.06	8596.59	83.30	248.83	2.92	835.23	NA	56.33
5	385.00	8638.23	83.10	257.95	3.02	2006.86	NA	57.74
6	386.41	8645.30	82.80	253.35	2.85	1012.27	NA	56.43
7	391.28	8783.72	81.76	248.83	2.79	2965.81	NA	58.91
8	394.81	8863.96	81.03	248.83	2.80	853.15	NA	59.54
9	382.51	8594.09	83.58	257.95	2.82	1710.96	NA	58.09
10	380.82	8549.21	84.01	262.64	2.94	870.65	NA	57.31
