run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	767.67	17245.47	41.67	87.56	1.79	216.90	NA	116.40
2	766.83	17248.94	41.72	87.56	1.95	300.05	NA	117.64
3	767.03	17227.79	41.71	87.56	2.03	311.83	NA	116.11
4	771.35	17334.42	41.47	87.56	1.93	241.01	NA	117.31
5	769.33	17253.99	41.58	87.56	1.89	254.88	NA	114.84
6	764.55	17180.27	41.84	87.56	1.96	296.69	NA	116.29
7	769.45	17295.12	41.57	87.56	1.82	232.52	NA	117.25
8	770.12	17288.92	41.54	87.56	1.72	245.09	NA	116.06
9	769.89	17313.64	41.55	87.56	1.91	234.06	NA	117.93
10	768.99	17304.61	41.60	87.56	1.82	237.78	NA	118.40
