run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	643.13	14390.80	49.73	104.84	3.52	272.99	NA	94.10
2	648.60	14571.33	49.31	102.97	3.53	259.74	NA	98.45
3	651.14	14595.37	49.12	102.97	3.38	335.70	NA	96.67
4	641.87	14389.65	49.83	104.84	3.51	258.23	NA	95.46
5	639.14	14359.55	50.04	104.84	3.42	300.47	NA	97.02
6	649.53	14549.55	49.24	102.97	3.44	296.09	NA	95.91
7	647.98	14580.35	49.36	104.84	3.34	283.59	NA	99.72
8	646.20	14509.64	49.49	104.84	3.48	284.25	NA	97.56
9	652.05	14619.41	49.05	102.97	3.46	291.06	NA	97.17
10	647.73	14553.41	49.38	102.97	3.52	262.12	NA	98.30
