run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	749.21	16859.26	42.69	89.16	2.01	271.29	NA	115.38
2	750.63	16865.24	42.62	90.78	1.91	297.14	NA	113.97
3	760.95	17125.92	42.04	89.16	1.95	267.17	NA	117.37
4	761.53	17095.24	42.01	89.16	1.99	235.35	NA	114.77
5	760.91	17074.16	42.04	89.16	1.80	257.01	NA	114.15
6	755.60	17009.68	42.34	90.78	1.95	246.74	NA	116.77
7	757.10	17026.14	42.25	89.16	1.95	240.79	NA	115.95
8	758.16	17034.53	42.19	89.16	1.96	208.20	NA	115.14
9	755.01	17009.65	42.37	89.16	1.92	276.75	NA	117.46
10	756.30	16943.31	42.30	89.16	1.85	211.97	NA	111.84
