run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	647.52	14493.73	49.39	104.84	3.35	285.66	NA	94.93
2	645.97	14469.87	49.51	104.84	3.62	296.30	NA	95.38
3	641.65	14412.96	49.85	104.84	3.56	263.63	NA	97.22
4	644.46	14468.20	49.63	104.84	3.56	321.07	NA	97.13
5	647.51	14496.27	49.40	102.97	3.26	306.86	NA	95.08
6	644.16	14413.02	49.65	104.84	3.50	273.51	NA	94.14
7	650.96	14615.72	49.13	102.97	3.49	240.22	NA	98.26
8	650.12	14601.20	49.20	104.84	3.51	267.60	NA	98.39
9	645.04	14474.33	49.58	104.84	3.51	343.30	NA	96.78
10	649.96	14559.21	49.20	102.97	3.09	277.30	NA	96.00
