run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	731.79	16422.86	43.71	90.78	1.81	256.35	NA	109.95
2	765.73	17187.16	41.78	87.56	1.91	258.33	NA	115.22
3	762.97	17144.59	41.93	87.56	1.95	281.29	NA	115.98
4	755.01	16966.74	42.37	89.16	1.86	282.61	NA	114.89
5	756.38	17002.81	42.29	89.16	1.79	279.79	NA	115.42
6	730.50	16422.27	43.79	92.42	1.90	354.14	NA	111.52
7	763.39	17171.54	41.91	89.16	1.82	236.67	NA	117.16
8	761.63	17161.03	42.00	89.16	2.00	244.01	NA	118.67
9	763.27	17177.61	41.91	89.16	1.91	256.21	NA	117.58
10	756.51	17051.04	42.29	89.16	1.98	308.71	NA	118.23
