run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	761.07	17098.17	42.03	89.16	1.88	241.98	NA	115.46
2	738.47	16583.53	43.32	90.78	2.19	330.72	NA	111.63
3	762.56	17134.92	41.94	89.16	2.01	235.52	NA	115.89
4	768.00	17232.03	41.65	89.16	1.90	232.18	NA	115.15
5	764.23	17170.87	41.86	89.16	1.94	263.04	NA	116.09
6	762.20	17155.20	41.96	89.16	2.18	238.53	NA	117.63
7	761.00	17121.89	42.04	89.16	1.97	277.53	NA	117.05
8	759.38	17075.26	42.13	89.16	2.19	237.81	NA	116.12
9	757.47	17089.22	42.23	89.16	1.99	398.62	NA	119.28
10	763.21	17123.32	41.90	89.16	2.21	265.36	NA	114.34
