run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.38	351.10	2050.25	4358.09	58.64	9127.64	NA	2.67
2	15.21	344.21	2066.64	4437.27	50.56	6864.37	NA	2.47
3	15.67	356.24	2007.05	4203.93	65.20	12264.03	NA	2.64
4	15.48	343.80	2035.80	4055.23	67.24	9232.89	NA	2.12
5	15.37	344.74	2051.36	4437.27	67.51	8820.96	NA	2.29
6	15.18	342.74	2073.28	4437.27	50.57	7765.55	NA	2.40
7	15.45	342.62	2038.69	4203.93	58.51	8746.35	NA	2.07
8	15.49	345.79	2030.11	4358.09	50.57	7480.91	NA	2.21
9	15.45	348.53	2037.59	4517.90	61.94	13206.55	NA	2.43
10	15.50	344.64	2028.27	4358.09	64.60	7382.59	NA	2.13
