run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8662.43	138598.95	3.69	4.10	2.35	7.95	NA	0.00
2	8663.01	138608.23	3.69	4.10	2.33	7.94	NA	0.00
3	8657.67	138522.68	3.69	4.10	2.32	8.38	NA	0.00
4	8650.35	138405.66	3.70	4.10	2.25	8.20	NA	0.00
5	8650.14	138402.19	3.70	4.10	2.27	7.76	NA	0.00
6	8655.86	138493.78	3.69	4.10	2.31	8.35	NA	0.00
7	8660.40	138566.37	3.69	4.10	2.36	8.26	NA	0.00
8	8666.60	138665.65	3.69	4.10	2.31	8.67	NA	0.00
9	8664.66	138634.63	3.69	4.10	2.40	7.50	NA	0.00
10	8653.58	138457.35	3.70	4.10	2.32	8.36	NA	0.00
