run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	736.06	16515.55	43.46	92.42	1.43	253.81	NA	110.45
2	732.07	16490.78	43.70	92.42	1.33	284.85	NA	113.71
3	735.69	16541.48	43.49	90.78	1.40	273.47	NA	112.48
4	731.75	16435.09	43.72	92.42	1.29	262.58	NA	110.80
5	729.47	16381.72	43.86	92.42	1.35	246.88	NA	110.29
6	741.67	16658.43	43.13	90.78	1.40	248.41	NA	112.22
7	739.48	16579.90	43.26	90.78	1.42	225.65	NA	110.21
8	736.67	16542.41	43.43	90.78	1.36	274.16	NA	111.36
9	734.70	16511.79	43.55	90.78	1.41	250.25	NA	111.89
10	740.03	16626.59	43.23	90.78	1.46	231.46	NA	112.44
