run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	896.23	20098.78	35.69	74.46	2.40	199.26	NA	133.79
2	729.02	16296.68	43.88	84.47	2.59	2742.77	NA	105.50
3	896.06	20101.89	35.70	74.46	2.60	208.80	NA	134.13
4	900.44	20183.43	35.52	74.46	2.27	202.20	NA	133.77
5	899.63	20179.17	35.56	74.46	2.60	193.95	NA	134.54
6	901.21	20204.12	35.49	74.46	2.54	211.64	NA	134.10
7	900.78	20206.32	35.51	74.46	2.39	216.05	NA	134.80
8	899.89	20156.50	35.55	73.13	2.41	225.17	NA	132.78
9	899.21	20181.74	35.57	74.46	2.37	227.79	NA	135.16
10	902.33	20219.74	35.45	74.46	2.56	200.67	NA	133.65
