,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:24:21.376,667227867,0.01,39880,667227867,667227867,0.01,39671,667227867,667228611,0.01,38751,667228611,667228611,0.01,38624,667228611,667229111,0.01,37880,667229111,667229111,0.01,37746,667229111,667229633,0.01,36986,667229633,667229633,0.01,36829,667229633,800635752,94.45,94.45,0.00,1616801,24.67,24.67,60,497261,7.59,7.59,667151211,0.01,37356,667151211,667151211,0.01,37409,667151211,667151496,0.01,37007,667151496,667151496,0.01,36989,667151496,667151758,0.01,36683,667151758,667151758,0.01,36643,667151758,667152011,0.01,36389,667152011,667152011,0.01,36342,667152011,800614710,99.87,99.87,0.00,1532564,23.39,23.39,56,559729,8.54,8.54,
2026-04-01,21:24:22.375,666661381,0.01,37436,666661381,666661381,0.01,37379,666661381,666662093,0.01,36746,666662093,666662093,0.01,36796,666662093,666662523,0.01,36309,666662523,666662523,0.01,36323,666662523,666662723,0.01,35983,666662723,666662723,0.01,36109,666662723,800038686,94.37,94.37,0.00,1617932,24.69,24.69,59,491646,7.50,7.50,666661530,0.01,37306,666661530,666661530,0.01,37295,666661530,666661943,0.01,36919,666661943,666661943,0.01,36903,666661943,666662314,0.01,36443,666662314,666662314,0.01,36352,666662314,666662783,0.01,35792,666662783,666662783,0.01,35792,666662783,800029471,99.96,99.96,0.00,1528431,23.32,23.32,55,563877,8.60,8.60,
2026-04-01,21:24:23.375,666495253,0.01,37250,666495253,666495253,0.01,37417,666495253,666495916,0.01,36710,666495916,666495916,0.01,36700,666495916,666496369,0.01,36138,666496369,666496369,0.01,36120,666496369,666496589,0.01,35870,666496589,666496589,0.01,35686,666496589,799836696,94.49,94.49,0.00,1612493,24.60,24.60,59,492967,7.52,7.52,666494496,0.01,36475,666494496,666494496,0.01,36402,666494496,666494766,0.01,36098,666494766,666494766,0.01,36067,666494766,666494983,0.01,35892,666494983,666494983,0.01,35938,666494983,666495292,0.01,35737,666495292,666495292,0.01,35696,666495292,799835408,99.95,99.95,0.00,1528455,23.32,23.32,56,560755,8.56,8.56,
2026-04-01,21:24:24.376,667160304,0.01,36776,667160304,667160304,0.01,36676,667160304,667160971,0.01,35961,667160971,667160971,0.01,35898,667160971,667161360,0.01,35500,667161360,667161360,0.01,35500,667161360,667161587,0.01,35281,667161587,667161587,0.01,35278,667161587,800655085,94.61,94.61,0.00,1615915,24.66,24.63,59,498707,7.61,7.60,667176250,0.01,36670,667176250,667176250,0.01,36679,667176250,667176659,0.01,36270,667176659,667176659,0.01,36293,667176659,667176952,0.01,36055,667176952,667176952,0.01,36132,667176952,667177250,0.01,35751,667177250,667177250,0.01,35757,667177250,800659547,99.92,99.92,0.00,1530443,23.35,23.33,57,561322,8.57,8.56,
2026-04-01,21:24:25.377,667183102,0.01,36673,667183102,667183102,0.01,36795,667183102,667183892,0.01,36063,667183892,667183892,0.01,36083,667183892,667184286,0.01,35811,667184286,667184286,0.01,35815,667184286,667184504,0.01,35647,667184504,667184504,0.01,35653,667184504,800647228,94.91,94.91,0.00,1605033,24.49,24.49,60,499528,7.62,7.62,667168550,0.01,36728,667168550,667168550,0.01,36816,667168550,667169030,0.01,36529,667169030,667169030,0.01,36586,667169030,667169177,0.01,36357,667169177,667169177,0.01,36230,667169177,667169467,0.01,35908,667169467,667169467,0.01,35939,667169467,800645736,99.76,99.76,0.00,1533754,23.40,23.40,55,568636,8.68,8.68,
2026-04-01,21:24:26.377,666507340,0.01,37390,666507340,666507340,0.01,37228,666507340,666508050,0.01,36495,666508050,666508050,0.01,36420,666508050,666508451,0.01,35940,666508451,666508451,0.01,35951,666508451,666508806,0.01,35498,666508806,666508806,0.01,35495,666508806,799852484,94.37,94.37,0.00,1615350,24.65,24.65,59,480689,7.33,7.33,666505886,0.01,36992,666505886,666505886,0.01,36871,666505886,666506288,0.01,36320,666506288,666506288,0.01,36295,666506288,666506544,0.01,36033,666506544,666506544,0.01,36131,666506544,666506834,0.01,35842,666506834,666506834,0.01,35843,666506834,799850053,99.96,99.96,0.00,1528302,23.32,23.32,56,561910,8.57,8.57,
2026-04-01,21:24:27.377,666515562,0.01,36822,666515562,666515562,0.01,36835,666515562,666516301,0.01,36230,666516301,666516301,0.01,36274,666516301,666516696,0.01,35866,666516696,666516696,0.01,35853,666516696,666517042,0.01,35561,666517042,666517042,0.01,35608,666517042,799862551,94.32,94.32,0.00,1612515,24.61,24.61,60,482797,7.37,7.37,666516650,0.01,36826,666516650,666516650,0.01,36939,666516650,666517057,0.01,36699,666517057,666517057,0.01,36743,666517057,666517297,0.01,36490,666517297,666517297,0.01,36404,666517297,666517642,0.01,36071,666517642,666517642,0.01,36076,666517642,799864832,99.96,99.96,0.00,1528085,23.32,23.32,55,562224,8.58,8.58,
2026-04-01,21:24:28.376,666514800,0.01,37192,666514800,666514800,0.01,37238,666514800,666515399,0.01,36555,666515399,666515399,0.01,36633,666515399,666515749,0.01,36326,666515749,666515749,0.01,36325,666515749,666516310,0.01,35745,666516310,666516310,0.01,35699,666516310,799861996,94.41,94.41,0.00,1614813,24.64,24.64,60,483089,7.37,7.37,666513225,0.01,37253,666513225,666513225,0.01,37170,666513225,666513796,0.01,36378,666513796,666513796,0.01,36297,666513796,666514179,0.01,35977,666514179,666514179,0.01,36032,666514179,666514517,0.01,35814,666514517,666514517,0.01,35777,666514517,799859339,99.95,99.95,0.00,1528610,23.32,23.32,55,564843,8.62,8.62,
2026-04-01,21:24:29.376,666501519,0.01,37329,666501519,666501519,0.01,37340,666501519,666502377,0.01,36366,666502377,666502377,0.01,36314,666502377,666502839,0.01,35781,666502839,666502839,0.01,35781,666502839,666503133,0.01,35490,666503133,666503133,0.01,35446,666503133,799847640,94.61,94.61,0.00,1610945,24.58,24.58,60,484474,7.39,7.39,666503794,0.01,37404,666503794,666503794,0.01,37422,666503794,666504416,0.01,36864,666504416,666504416,0.01,36922,666504416,666504794,0.01,36575,666504794,666504794,0.01,36521,666504794,666505365,0.01,36039,666505365,666505365,0.01,36076,666505365,799850435,99.97,99.97,0.00,1528188,23.32,23.32,55,570786,8.71,8.71,
