run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	445.37	9947.68	71.82	235.74	2.69	904.85	NA	64.02
2	447.49	10014.69	71.49	235.74	2.72	1365.84	NA	65.50
3	459.39	10318.89	69.64	227.40	2.86	785.75	NA	69.61
4	419.29	9417.64	76.30	240.02	2.66	3209.42	NA	63.39
5	450.97	10135.21	70.94	235.74	2.87	800.27	NA	68.66
6	428.70	9638.47	74.59	240.02	2.96	1728.45	NA	65.50
7	453.90	10152.88	70.48	227.40	2.63	616.70	NA	66.18
8	434.89	9771.99	73.55	240.02	2.52	2111.00	NA	66.11
9	453.03	10160.96	70.61	235.74	2.78	723.65	NA	67.74
10	429.81	9670.60	74.41	244.38	3.02	2174.23	NA	66.08
