run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	383.51	8598.89	83.25	267.41	2.82	944.69	NA	57.11
2	373.19	8359.98	85.73	272.27	2.90	778.40	NA	55.18
3	384.35	8608.08	83.24	257.95	2.96	2747.00	NA	56.69
4	365.07	8187.30	87.63	267.41	2.98	762.10	NA	54.52
5	370.87	8333.48	86.01	272.27	2.97	2184.82	NA	56.33
6	382.27	8574.75	83.69	262.64	2.87	715.38	NA	57.16
7	382.04	8579.32	83.58	253.35	2.99	2544.59	NA	57.74
8	381.30	8541.04	83.78	267.41	3.04	943.08	NA	56.26
9	375.88	8443.49	85.11	262.64	2.98	2260.90	NA	56.99
10	377.58	8429.21	84.73	257.95	2.97	933.68	NA	53.99
