run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	379.91	8527.71	84.21	257.95	2.72	823.43	NA	57.17
2	367.68	8195.18	86.91	272.27	2.89	2789.79	NA	51.76
3	376.62	8449.83	84.81	262.64	2.71	961.38	NA	56.40
4	379.72	8464.78	84.18	262.64	2.87	2297.46	NA	53.57
5	373.22	8369.67	85.68	287.38	2.82	897.30	NA	55.72
6	367.80	8266.99	86.85	262.64	2.81	3466.79	NA	55.99
7	390.68	8755.93	81.89	257.95	2.54	1127.57	NA	57.98
8	378.40	8491.38	84.55	272.27	2.91	2850.85	NA	56.82
9	375.10	8423.80	85.29	267.41	2.75	883.95	NA	56.68
10	377.57	8452.24	84.73	272.27	2.90	881.19	NA	55.42
