run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	579.39	13046.46	55.21	116.80	2.55	320.82	NA	89.71
2	579.29	12998.69	55.22	116.80	2.88	315.67	NA	87.02
3	585.35	13146.84	54.65	114.72	2.72	287.79	NA	88.57
4	580.25	13023.33	55.13	116.80	2.82	326.39	NA	87.31
5	581.13	13072.75	55.05	116.80	2.97	367.03	NA	89.20
6	582.65	13099.36	54.90	116.80	2.85	319.71	NA	88.89
7	579.27	12978.59	55.22	116.80	2.77	318.23	NA	85.72
8	579.50	12993.66	55.20	118.92	3.02	371.90	NA	86.35
9	584.20	13126.10	54.76	116.80	2.97	304.05	NA	88.75
10	580.20	13014.76	55.13	116.80	2.81	309.13	NA	86.75
