,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:23:24.158,1066965089,0.60,376994,62762652,1066965089,100.00,-1,-1,1066964926,0.48,464024,96996811,1066964926,100.00,-1,-1,1066965440,0.45,302161,66685340,1066965440,100.00,-1,-1,1066965576,0.52,310019,59275865,1066965576,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,1000284796,0.00,0.00,0.00,584549,35.68,35.75,53,346058,5.29,5.31,
2026-04-01,21:23:25.158,1064049355,0.46,231149,50669016,1064049355,100.00,-1,-1,1064057883,0.44,179809,40925303,1064057883,100.00,-1,-1,1064066231,0.39,186799,48366646,1064066231,100.00,-1,-1,1064074820,0.72,427886,59115267,1064074820,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997661934,0.00,0.00,0.00,583748,35.63,35.74,53,342842,5.25,5.26,
2026-04-01,21:23:26.158,1063950012,0.64,309117,48361364,1063950012,100.00,-1,-1,1063945816,0.58,365858,62585048,1063945816,100.00,-1,-1,1063941593,0.59,333001,55996925,1063941593,100.00,-1,-1,1063937131,0.64,402648,62584537,1063937131,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997397936,0.00,0.00,0.00,584158,35.65,35.73,53,345584,5.29,5.30,
2026-04-01,21:23:27.159,1065013799,0.53,225079,42600551,1065013799,100.00,-1,-1,1065028658,0.70,276931,39445505,1065028658,100.00,-1,-1,1065030447,0.45,200863,44376268,1065030447,100.00,-1,-1,1065032329,0.46,214631,46305753,1065032329,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998482071,0.00,0.00,0.00,585502,35.74,35.81,53,344894,5.28,5.29,
2026-04-01,21:23:28.159,1063994790,0.80,475716,59110821,1063994790,100.00,-1,-1,1063984302,0.66,368868,55999173,1063984302,100.00,-1,-1,1063986728,0.58,295765,50666034,1063986728,100.00,-1,-1,1063989165,0.52,250707,48363143,1063989165,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997513120,0.00,0.00,0.00,582813,35.57,35.64,53,344149,5.27,5.28,
2026-04-01,21:23:29.158,1064096563,0.56,332377,59116475,1064096563,100.00,-1,-1,1064096478,0.68,289390,42563859,1064096478,100.00,-1,-1,1064096194,0.53,245413,46265051,1064096194,100.00,-1,-1,1064096095,0.96,392737,40926772,1064096095,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997592606,0.00,0.00,0.00,585578,35.74,35.85,53,344550,5.27,5.29,
2026-04-01,21:23:30.158,1064041651,0.78,362182,46262680,1064041651,100.00,-1,-1,1064042059,0.76,367968,48365548,1064042059,100.00,-1,-1,1064042411,1.07,438220,40924708,1064042411,100.00,-1,-1,1064042845,1.11,491490,44335118,1064042845,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997540602,0.00,0.00,0.00,585107,35.71,35.78,53,343667,5.26,5.27,
2026-04-01,21:23:31.159,1064087039,0.66,367611,56004581,1064087039,100.00,-1,-1,1064086594,0.48,254540,53204329,1064086594,100.00,-1,-1,1064086435,0.63,319240,50670782,1064086435,100.00,-1,-1,1064086263,0.45,229409,50670774,1064086263,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997577092,0.00,0.00,0.00,582576,35.56,35.66,53,345187,5.28,5.30,
2026-04-01,21:23:32.162,1064251865,0.34,260405,76017990,1064251865,100.00,-1,-1,1064251944,0.14,139974,96750176,1064251944,100.00,-1,-1,1064252031,0.38,237386,62603060,1064252031,100.00,-1,-1,1064252020,0.29,208702,70950134,1064252020,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997740927,0.00,0.00,0.00,588165,35.90,35.97,53,342678,5.24,5.25,
2026-04-01,21:23:33.158,1064204694,0.49,227431,46269769,1064204694,100.00,-1,-1,1064204719,0.31,158216,50676415,1064204719,100.00,-1,-1,1064204701,0.16,109207,66512793,1064204701,100.00,-1,-1,1064204548,0.33,196367,59122474,1064204548,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997692719,0.00,0.00,0.00,583757,35.63,35.70,53,343649,5.26,5.27,
2026-04-01,21:23:34.158,1064027463,0.48,365731,76001961,1064027463,100.00,-1,-1,1064027494,0.56,300585,53201374,1064027494,100.00,-1,-1,1064027890,0.51,453656,88668990,1064027890,100.00,-1,-1,1064027864,0.45,402653,88668988,1064027864,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997526473,0.00,0.00,0.00,584022,35.65,35.75,53,344559,5.27,5.29,
2026-04-01,21:23:35.158,1064046302,0.52,327521,62590958,1064046302,100.00,-1,-1,1064046337,0.46,290320,62590961,1064046337,100.00,-1,-1,1064045737,0.75,422428,56002407,1064045737,100.00,-1,-1,1064045635,0.66,393092,59113646,1064045635,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997540861,0.00,0.00,0.00,583905,35.64,35.71,53,343808,5.26,5.27,
2026-04-01,21:23:36.158,1064066514,0.93,396979,42562660,1064066514,100.00,-1,-1,1064066612,0.63,306829,48366664,1064066612,100.00,-1,-1,1064066697,0.67,339529,50669842,1064066697,100.00,-1,-1,1064066701,0.86,457378,53203335,1064066701,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997558020,0.00,0.00,0.00,583673,35.62,35.70,53,341767,5.23,5.24,
2026-04-01,21:23:37.159,1065052212,0.68,312847,46306617,1065052212,100.00,-1,-1,1065052034,0.88,359100,40963539,1065052034,100.00,-1,-1,1065052085,0.88,391200,44377170,1065052085,100.00,-1,-1,1065052058,0.98,401455,40963540,1065052058,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998495726,0.00,0.00,0.00,583909,35.64,35.71,53,342003,5.23,5.24,
