run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.53	417.93	1702.74	3706.08	58.92	7639.57	NA	2.92
2	18.86	421.61	1670.85	3706.08	50.72	5940.41	NA	2.73
3	18.00	405.40	1754.61	3511.19	50.36	7760.65	NA	2.79
4	18.35	414.80	1718.71	3706.08	50.30	6255.80	NA	2.94
5	18.64	417.75	1692.78	3574.99	49.97	6872.32	NA	2.75
6	18.80	421.62	1677.38	3639.94	50.63	7596.58	NA	2.82
7	18.08	408.06	1734.42	3511.19	47.18	7605.65	NA	2.87
8	18.41	417.49	1712.91	3574.99	50.20	6408.01	NA	3.04
9	18.48	420.20	1706.71	3574.99	66.77	7697.26	NA	3.11
10	18.23	410.69	1731.26	3706.08	46.80	6690.34	NA	2.84
