,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:27:18.334,1201134339,100.00,-1,-1,1201134339,0.00,2,1201134339,1201134390,100.00,-1,-1,1201134390,0.00,2,1201134390,1201134438,100.00,-1,-1,1201134438,0.00,2,1201134438,1201134492,100.00,-1,-1,1201134492,0.00,2,1201134492,1201134549,100.00,-1,-1,1201134549,0.00,2,1201134549,1201134597,100.00,-1,-1,1201134597,0.00,2,1201134597,1201134648,100.00,-1,-1,1201134648,0.00,2,1201134648,1201134702,100.00,-1,-1,1201134702,0.00,2,1201134702,1101269777,0.00,0.00,0.00,1524725,93.06,93.06,48,93948,5.73,5.73,
2026-04-01,21:27:19.333,1197387174,100.00,-1,-1,1197387174,0.00,2,1197387174,1197387138,100.00,-1,-1,1197387138,0.00,2,1197387138,1197387099,100.00,-1,-1,1197387099,0.00,2,1197387099,1197387054,100.00,-1,-1,1197387054,0.00,2,1197387054,1197387012,100.00,-1,-1,1197387012,0.00,2,1197387012,1197386991,100.00,-1,-1,1197386991,0.00,2,1197386991,1197386955,100.00,-1,-1,1197386955,0.00,2,1197386955,1197386916,100.00,-1,-1,1197386916,0.00,2,1197386916,1097587524,0.00,0.00,0.00,1521875,92.89,92.89,49,93224,5.69,5.69,
2026-04-01,21:27:20.333,1196401497,100.00,-1,-1,1196401497,0.00,2,1196401497,1196401518,100.00,-1,-1,1196401518,0.00,2,1196401518,1196401536,100.00,-1,-1,1196401536,0.00,2,1196401536,1196401557,100.00,-1,-1,1196401557,0.00,2,1196401557,1196401572,100.00,-1,-1,1196401572,0.00,2,1196401572,1196401590,100.00,-1,-1,1196401590,0.00,2,1196401590,1196401605,100.00,-1,-1,1196401605,0.00,2,1196401605,1196401626,100.00,-1,-1,1196401626,0.00,2,1196401626,1096820604,0.00,0.00,0.00,1522330,92.92,92.92,48,93073,5.68,5.68,
2026-04-01,21:27:21.332,1197173034,100.00,-1,-1,1197173034,0.00,2,1197173034,1197173061,100.00,-1,-1,1197173061,0.00,2,1197173061,1197173076,100.00,-1,-1,1197173076,0.00,2,1197173076,1197173100,100.00,-1,-1,1197173100,0.00,2,1197173100,1197173118,100.00,-1,-1,1197173118,0.00,2,1197173118,1197173145,100.00,-1,-1,1197173145,0.00,2,1197173145,1197173169,100.00,-1,-1,1197173169,0.00,2,1197173169,1197173193,100.00,-1,-1,1197173193,0.00,2,1197173193,1097562556,0.00,0.00,0.00,1520493,92.80,92.80,48,93797,5.72,5.72,
2026-04-01,21:27:22.332,1197276123,100.00,-1,-1,1197276123,0.00,2,1197276123,1197276072,100.00,-1,-1,1197276072,0.00,2,1197276072,1197276012,100.00,-1,-1,1197276012,0.00,2,1197276012,1197275964,100.00,-1,-1,1197275964,0.00,2,1197275964,1197275910,100.00,-1,-1,1197275910,0.00,2,1197275910,1197275859,100.00,-1,-1,1197275859,0.00,2,1197275859,1197275808,100.00,-1,-1,1197275808,0.00,2,1197275808,1197275757,100.00,-1,-1,1197275757,0.00,2,1197275757,1097460109,0.00,0.00,0.00,1515652,92.51,92.51,48,93084,5.68,5.68,
2026-04-01,21:27:23.332,1197312495,100.00,-1,-1,1197312495,0.00,2,1197312495,1197312549,100.00,-1,-1,1197312549,0.00,2,1197312549,1197312576,100.00,-1,-1,1197312576,0.00,2,1197312576,1197312600,100.00,-1,-1,1197312600,0.00,2,1197312600,1197312663,100.00,-1,-1,1197312663,0.00,2,1197312663,1197312717,100.00,-1,-1,1197312717,0.00,2,1197312717,1197312846,100.00,-1,-1,1197312846,0.00,2,1197312846,1197312966,100.00,-1,-1,1197312966,0.00,2,1197312966,1097748338,0.00,0.00,0.00,1525212,93.09,93.09,49,94642,5.78,5.78,
2026-04-01,21:27:24.335,1197209322,100.00,-1,-1,1197209322,0.00,2,1197209322,1197209280,100.00,-1,-1,1197209280,0.00,2,1197209280,1197209235,100.00,-1,-1,1197209235,0.00,2,1197209235,1197209187,100.00,-1,-1,1197209187,0.00,2,1197209187,1197209139,100.00,-1,-1,1197209139,0.00,2,1197209139,1197209091,100.00,-1,-1,1197209091,0.00,2,1197209091,1197209043,100.00,-1,-1,1197209043,0.00,2,1197209043,1197208998,100.00,-1,-1,1197208998,0.00,2,1197208998,1097421971,0.00,0.00,0.00,1519505,92.74,92.74,48,91601,5.59,5.59,
2026-04-01,21:27:25.333,1196865339,100.00,-1,-1,1196865339,0.00,2,1196865339,1196865381,100.00,-1,-1,1196865381,0.00,2,1196865381,1196865438,100.00,-1,-1,1196865438,0.00,2,1196865438,1196865480,100.00,-1,-1,1196865480,0.00,2,1196865480,1196865528,100.00,-1,-1,1196865528,0.00,2,1196865528,1196865579,100.00,-1,-1,1196865579,0.00,2,1196865579,1196865627,100.00,-1,-1,1196865627,0.00,2,1196865627,1196865675,100.00,-1,-1,1196865675,0.00,2,1196865675,1097327163,0.00,0.00,0.00,1519714,92.76,92.76,49,92527,5.65,5.65,
2026-04-01,21:27:26.332,1197234459,100.00,-1,-1,1197234459,0.00,2,1197234459,1197234468,100.00,-1,-1,1197234468,0.00,2,1197234468,1197234474,100.00,-1,-1,1197234474,0.00,2,1197234474,1197234468,100.00,-1,-1,1197234468,0.00,2,1197234468,1197234441,100.00,-1,-1,1197234441,0.00,2,1197234441,1197234441,100.00,-1,-1,1197234441,0.00,2,1197234441,1197234366,100.00,-1,-1,1197234366,0.00,2,1197234366,1197234366,100.00,-1,-1,1197234366,0.00,2,1197234366,1097562408,0.00,0.00,0.00,1517855,92.64,92.64,48,91531,5.59,5.59,
