run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	393.40	8828.38	81.32	262.64	2.83	834.72	NA	59.09
2	386.05	8705.24	82.88	248.83	2.97	1498.95	NA	60.50
3	379.90	8530.35	84.21	257.95	2.87	1088.09	NA	57.30
4	367.63	8233.93	86.88	272.27	2.83	1584.44	NA	54.19
5	377.72	8460.10	84.70	262.64	2.91	814.36	NA	55.73
6	360.52	8097.17	88.64	277.21	2.71	3747.39	NA	54.62
7	387.78	8674.69	82.50	262.64	2.68	852.65	NA	56.51
8	383.90	8610.31	83.28	253.35	2.78	1773.76	NA	57.35
9	392.74	8781.72	81.45	262.64	2.48	873.72	NA	57.01
10	367.45	8249.12	87.06	277.21	2.88	1598.97	NA	55.38
