run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	578.11	13028.58	55.33	116.80	2.94	315.55	NA	90.19
2	581.45	13039.67	55.01	116.80	2.72	293.95	NA	86.80
3	581.18	13065.07	55.04	116.80	2.93	340.33	NA	88.73
4	581.53	13030.16	55.01	116.80	2.84	317.52	NA	86.09
5	581.37	13050.40	55.02	116.80	2.90	367.20	NA	87.61
6	585.77	13161.34	54.61	114.72	2.73	306.10	NA	88.99
7	580.26	13054.15	55.13	116.80	2.94	323.75	NA	89.16
8	580.65	13050.57	55.09	116.80	2.84	329.22	NA	88.44
9	586.85	13191.87	54.51	116.80	2.86	346.92	NA	89.53
10	580.10	13058.38	55.14	116.80	2.76	359.88	NA	89.63
