run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	777.93	17461.31	41.12	86.00	1.33	229.74	NA	117.04
2	774.82	17429.30	41.29	87.56	1.39	280.12	NA	118.92
3	775.57	17447.39	41.25	87.56	1.39	219.50	NA	119.17
4	774.73	17440.57	41.29	87.56	1.43	237.16	NA	119.76
5	782.08	17629.90	40.90	86.00	1.40	215.13	NA	122.38
6	791.95	17770.92	40.40	84.47	1.36	243.92	NA	118.94
7	783.15	17585.97	40.85	86.00	1.26	207.58	NA	118.29
8	773.73	17440.94	41.35	87.56	1.36	223.30	NA	120.99
9	782.95	17611.99	40.86	86.00	1.42	229.84	NA	120.15
10	780.60	17511.23	40.98	86.00	1.25	260.47	NA	116.97
