run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	639.91	14315.45	49.97	104.84	3.44	257.83	NA	93.34
2	633.36	14189.95	50.49	106.75	3.38	288.39	NA	93.67
3	630.22	14158.59	50.74	106.75	3.48	306.19	NA	95.61
4	637.01	14326.27	50.20	104.84	3.43	291.88	NA	97.56
5	636.41	14292.22	50.25	104.84	3.30	293.08	NA	96.14
6	616.75	13837.37	51.85	108.68	3.61	276.35	NA	92.52
7	639.99	14394.26	49.97	104.84	3.23	305.28	NA	98.12
8	642.15	14395.61	49.80	104.84	3.44	254.42	NA	95.52
9	628.76	14122.74	50.86	106.75	3.38	283.77	NA	95.21
10	640.65	14362.68	49.91	104.84	3.42	305.19	NA	95.37
