run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	365.06	8197.41	87.64	277.21	2.83	2312.11	NA	55.10
2	377.58	8458.38	84.67	272.27	2.39	880.44	NA	55.75
3	382.47	8575.46	83.65	267.41	2.94	2044.46	NA	56.98
4	383.49	8591.97	83.43	262.64	2.80	877.66	NA	56.78
5	388.87	8719.97	82.08	257.95	2.87	2506.74	NA	58.01
6	394.96	8822.13	81.00	262.64	2.81	978.01	NA	56.75
7	357.50	8004.27	89.21	277.21	2.87	2393.32	NA	52.53
8	389.41	8742.22	82.16	262.64	3.03	940.82	NA	58.68
9	386.85	8650.32	82.70	262.64	2.76	728.04	NA	56.23
10	368.47	8234.79	86.83	262.64	2.86	1753.74	NA	53.26
