run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	755.47	16973.86	42.35	89.16	1.37	255.77	NA	114.76
2	758.44	17023.19	42.18	87.56	1.37	256.46	NA	114.09
3	748.78	16851.62	42.72	89.16	1.42	245.06	NA	115.49
4	759.81	17071.95	42.10	87.56	1.34	223.95	NA	115.43
5	758.47	17070.76	42.18	89.16	1.35	245.42	NA	116.98
6	760.31	17081.04	42.07	87.56	1.34	256.09	NA	115.42
7	752.05	16927.40	42.54	89.16	1.34	251.55	NA	116.02
8	753.28	16932.70	42.47	89.16	1.37	275.94	NA	114.87
9	756.84	17002.95	42.27	89.16	1.35	229.29	NA	114.81
10	749.29	16866.19	42.70	89.16	1.44	251.52	NA	115.67
