,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:28:18.434,1200415782,100.00,-1,-1,1200415782,0.00,2,1200415782,1200415830,100.00,-1,-1,1200415830,0.00,2,1200415830,1200415878,100.00,-1,-1,1200415878,0.00,2,1200415878,1200415923,100.00,-1,-1,1200415923,0.00,2,1200415923,1200415974,100.00,-1,-1,1200415974,0.00,2,1200415974,1200416025,100.00,-1,-1,1200416025,0.00,2,1200416025,1200416100,100.00,-1,-1,1200416100,0.00,2,1200416100,1200416148,100.00,-1,-1,1200416148,0.00,2,1200416148,1100624638,0.00,0.00,0.00,1523615,92.99,92.99,47,93109,5.68,5.68,
2026-04-01,21:28:19.432,1197788448,100.00,-1,-1,1197788448,0.00,2,1197788448,1197788517,100.00,-1,-1,1197788517,0.00,2,1197788517,1197788520,100.00,-1,-1,1197788520,0.00,2,1197788520,1197788520,100.00,-1,-1,1197788520,0.00,2,1197788520,1197788517,100.00,-1,-1,1197788517,0.00,2,1197788517,1197788523,100.00,-1,-1,1197788523,0.00,2,1197788523,1197788562,100.00,-1,-1,1197788562,0.00,2,1197788562,1197788562,100.00,-1,-1,1197788562,0.00,2,1197788562,1098030409,0.00,0.00,0.00,1532509,93.54,93.54,48,93031,5.68,5.68,
2026-04-01,21:28:20.433,1197400422,100.00,-1,-1,1197400422,0.00,2,1197400422,1197400425,100.00,-1,-1,1197400425,0.00,2,1197400425,1197400431,100.00,-1,-1,1197400431,0.00,2,1197400431,1197400434,100.00,-1,-1,1197400434,0.00,2,1197400434,1197400437,100.00,-1,-1,1197400437,0.00,2,1197400437,1197400425,100.00,-1,-1,1197400425,0.00,2,1197400425,1197400392,100.00,-1,-1,1197400392,0.00,2,1197400392,1197400392,100.00,-1,-1,1197400392,0.00,2,1197400392,1097723038,0.00,0.00,0.00,1517870,92.64,92.64,48,91560,5.59,5.59,
2026-04-01,21:28:21.432,1196223018,100.00,-1,-1,1196223018,0.00,2,1196223018,1196223066,100.00,-1,-1,1196223066,0.00,2,1196223066,1196223195,100.00,-1,-1,1196223195,0.00,2,1196223195,1196223198,100.00,-1,-1,1196223198,0.00,2,1196223198,1196223192,100.00,-1,-1,1196223192,0.00,2,1196223192,1196223180,100.00,-1,-1,1196223180,0.00,2,1196223180,1196223189,100.00,-1,-1,1196223189,0.00,2,1196223189,1196223189,100.00,-1,-1,1196223189,0.00,2,1196223189,1096650729,0.00,0.00,0.00,1513788,92.39,92.39,48,90963,5.55,5.55,
2026-04-01,21:28:22.432,1197254919,100.00,-1,-1,1197254919,0.00,2,1197254919,1197254967,100.00,-1,-1,1197254967,0.00,2,1197254967,1197254973,100.00,-1,-1,1197254973,0.00,2,1197254973,1197254973,100.00,-1,-1,1197254973,0.00,2,1197254973,1197255000,100.00,-1,-1,1197255000,0.00,2,1197255000,1197255003,100.00,-1,-1,1197255003,0.00,2,1197255003,1197255006,100.00,-1,-1,1197255006,0.00,2,1197255006,1197255006,100.00,-1,-1,1197255006,0.00,2,1197255006,1097584565,0.00,0.00,0.00,1522982,92.96,92.96,48,92470,5.64,5.64,
2026-04-01,21:28:23.435,1197797274,100.00,-1,-1,1197797274,0.00,2,1197797274,1197797421,100.00,-1,-1,1197797421,0.00,2,1197797421,1197797619,100.00,-1,-1,1197797619,0.00,2,1197797619,1197797622,100.00,-1,-1,1197797622,0.00,2,1197797622,1197797625,100.00,-1,-1,1197797625,0.00,2,1197797625,1197797634,100.00,-1,-1,1197797634,0.00,2,1197797634,1197797631,100.00,-1,-1,1197797631,0.00,2,1197797631,1197797610,100.00,-1,-1,1197797610,0.00,2,1197797610,1098070613,0.00,0.00,0.00,1525172,93.09,93.09,48,92837,5.67,5.67,
2026-04-01,21:28:24.432,1197043002,100.00,-1,-1,1197043002,0.00,2,1197043002,1197043044,100.00,-1,-1,1197043044,0.00,2,1197043044,1197043047,100.00,-1,-1,1197043047,0.00,2,1197043047,1197043047,100.00,-1,-1,1197043047,0.00,2,1197043047,1197043047,100.00,-1,-1,1197043047,0.00,2,1197043047,1197043050,100.00,-1,-1,1197043050,0.00,2,1197043050,1197043071,100.00,-1,-1,1197043071,0.00,2,1197043071,1197043077,100.00,-1,-1,1197043077,0.00,2,1197043077,1097387839,0.00,0.00,0.00,1518012,92.65,92.65,48,90057,5.50,5.50,
2026-04-01,21:28:25.432,1197379764,100.00,-1,-1,1197379764,0.00,2,1197379764,1197379863,100.00,-1,-1,1197379863,0.00,2,1197379863,1197379869,100.00,-1,-1,1197379869,0.00,2,1197379869,1197379869,100.00,-1,-1,1197379869,0.00,2,1197379869,1197379863,100.00,-1,-1,1197379863,0.00,2,1197379863,1197379857,100.00,-1,-1,1197379857,0.00,2,1197379857,1197379899,100.00,-1,-1,1197379899,0.00,2,1197379899,1197379896,100.00,-1,-1,1197379896,0.00,2,1197379896,1097696391,0.00,0.00,0.00,1514207,92.42,92.42,48,89731,5.48,5.48,
2026-04-01,21:28:26.433,1197321354,100.00,-1,-1,1197321354,0.00,2,1197321354,1197321393,100.00,-1,-1,1197321393,0.00,2,1197321393,1197321393,100.00,-1,-1,1197321393,0.00,2,1197321393,1197321390,100.00,-1,-1,1197321390,0.00,2,1197321390,1197321390,100.00,-1,-1,1197321390,0.00,2,1197321390,1197321396,100.00,-1,-1,1197321396,0.00,2,1197321396,1197321393,100.00,-1,-1,1197321393,0.00,2,1197321393,1197321393,100.00,-1,-1,1197321393,0.00,2,1197321393,1097653650,0.00,0.00,0.00,1522709,92.94,92.85,48,89212,5.45,5.44,
