run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	766.67	17238.46	41.72	89.16	1.79	243.98	NA	117.21
2	766.51	17231.00	41.73	87.56	1.83	281.36	NA	116.97
3	762.77	17215.68	41.94	89.16	1.99	255.24	NA	120.57
4	766.49	17239.35	41.73	87.56	1.92	289.29	NA	117.52
5	767.30	17262.37	41.69	87.56	1.97	284.61	NA	117.93
6	763.77	17148.56	41.88	87.56	1.82	246.04	NA	115.22
7	767.01	17242.99	41.71	89.16	1.69	240.43	NA	117.04
8	764.55	17203.77	41.84	89.16	1.79	240.07	NA	117.63
9	766.08	17247.91	41.76	87.56	1.89	282.81	NA	118.60
10	767.51	17236.34	41.68	87.56	1.93	255.61	NA	116.05
