run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	10.53	235.89	2965.21	6360.91	100.05	10939.76	NA	1.57
2	10.51	237.99	2959.21	6247.39	94.66	12485.43	NA	1.72
3	10.92	246.08	2863.08	6247.39	92.42	11807.85	NA	1.70
4	10.99	248.84	2834.64	5918.87	100.28	13713.49	NA	1.79
5	10.69	238.56	2912.43	5918.87	91.94	11225.25	NA	1.53
6	10.54	236.50	2951.62	6135.91	108.49	9719.67	NA	1.58
7	10.87	240.72	2863.48	5918.87	107.00	10052.85	NA	1.44
8	10.87	248.19	2871.37	6360.91	110.96	10078.02	NA	1.90
9	11.18	247.79	2797.64	5813.24	100.21	9811.78	NA	1.49
10	10.94	248.26	2855.80	6135.91	100.20	9763.80	NA	1.79
