run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	396.17	8874.49	80.75	267.41	2.74	815.00	NA	58.52
2	390.71	8732.00	81.84	262.64	2.78	781.68	NA	56.49
3	373.52	8354.58	85.65	267.41	2.84	3026.58	NA	54.44
4	381.71	8556.19	83.81	262.64	2.75	909.61	NA	56.71
5	377.98	8489.77	84.64	272.27	2.93	1382.43	NA	57.21
6	387.93	8701.27	82.47	253.35	2.72	746.56	NA	58.04
7	375.76	8378.31	85.09	262.64	2.93	1561.27	NA	53.07
8	368.08	8253.19	86.92	277.21	2.78	856.36	NA	54.83
9	373.93	8404.80	85.54	253.35	2.85	2971.47	NA	56.96
10	379.62	8493.80	84.28	267.41	2.71	806.33	NA	55.48
